"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Torre, A.; Vázquez-Rowe, I.; Parodi, E.; Kahhat, R.","Torre, Andre (57222321702); Vázquez-Rowe, Ian (35369240000); Parodi, Eduardo (57205598717); Kahhat, Ramzy F. (17346379100)","57222321702; 35369240000; 57205598717; 17346379100","A multi-criteria decision framework for circular wastewater systems in emerging megacities of the Global South","2024","Science of the Total Environment","912","","169085","","","0","14","10.1016/j.scitotenv.2023.169085","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179889265&doi=10.1016%2Fj.scitotenv.2023.169085&partnerID=40&md5=110a02e85de2e3885c4f807d8db41385","Article","Final","","Scopus","2-s2.0-85179889265"
"Portocarrero-Reyes, A.; Asmat-Abanto, A.S.; Ulloa-Cueva, T.V.","Portocarrero-Reyes, Alfredo (59118073400); Asmat-Abanto, Angel Steven (55910281300); Ulloa-Cueva, Teresa Verónica (59244228200)","59118073400; 55910281300; 59244228200","Conventional and Herbal Mouthwashes in the Treatment of Periodontal Disease; Enjuagues bucales convencionales y herbales en el tratamiento de la enfermedad periodontal","2024","Revista Cubana de Estomatologia","61","","e4793","","","0","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200235516&partnerID=40&md5=f23b9b742112af8c57c93fc1a784edc9","Article","Final","","Scopus","2-s2.0-85200235516"
"Coronel-Castro, E.; Meza Mori, G.; Torres, J.M.C.; Mondragón, E.P.; Cotrina-Sanchez, A.; Oliva-Cruz, M.; Salas López, R.S.; Campo Ramos, R.E.","Coronel-Castro, Elver (58190963600); Meza Mori, Gerson (57219325132); Torres, Jose M.Camarena (58903544300); Mondragón, Elí Pariente (58903391800); Cotrina-Sanchez, Alexander (57218697998); Oliva-Cruz, Manuel (57462353800); Salas López, Rolando (57209772196); Campo Ramos, Ricardo E. (58903392000)","58190963600; 57219325132; 58903544300; 58903391800; 57218697998; 57462353800; 57209772196; 58903392000","Potential Distribution and Identification of Critical Areas for the Preservation and Recovery of Three Species of Cinchona L. (Rubiaceae) in Northeastern Peru","2024","Forests","15","2","321","","","0","4","10.3390/f15020321","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185835749&doi=10.3390%2Ff15020321&partnerID=40&md5=69a6d26914cde61f322c075b8d3d3e0d","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85185835749"
"Tshikhudo, P.P.; Mabhaudhi, T.; Koorbanally, N.A.; Mudau, F.N.; Avendaño Caceres, E.O.; Popa, D.; CALINA, D.; Sharifi-Rad, J.","Tshikhudo, Phumudzo Patrick (57197842269); Mabhaudhi, Tafadzwanashe (39661246400); Koorbanally, Neil Anthony (6507814897); Mudau, Nixwell Fhatuwani (9637041900); Avendaño Caceres, Edgardo Oscar (57222628146); Popa, Dragoş George V. (55390707800); CALINA, DANIELA Cornelia (36451890700); Sharifi-Rad, Javad S. (56022647300)","57197842269; 39661246400; 6507814897; 9637041900; 57222628146; 55390707800; 36451890700; 56022647300","Anticancer Potential of β-Carboline Alkaloids: An Updated Mechanistic Overview","2024","Chemistry and Biodiversity","21","2","e202301263","","","0","24","10.1002/cbdv.202301263","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182475991&doi=10.1002%2Fcbdv.202301263&partnerID=40&md5=8a090bfad1fed42607d46b6732d3aff6","Review","Final","","Scopus","2-s2.0-85182475991"
"Demgne, L.W.; Eckhardt, P.; Kianfé, B.Y.; Tchuenguem, R.T.; Dzoyem, J.P.; Ponou, B.K.; Teponno, R.B.; Barboni, L.; Opatz, T.; Tapondjou, L.A.","Demgne, Léannick Wandji (58724598900); Eckhardt, Paul (57219971832); Kianfé, Boris Yotta (57211069763); Tchuenguem, Roland Tchuenteu (56079963700); Dzoyem, Jean Paul (17134864300); Ponou, Beaudelaire Kemvoufo (25650818800); Teponno, Rémy Bertrand (13005104000); Barboni, Luciano (6701369897); Opatz, Till (6603054459); Tapondjou, Léon Azéfack (6602241060)","58724598900; 57219971832; 57211069763; 56079963700; 17134864300; 25650818800; 13005104000; 6701369897; 6603054459; 6602241060","Two new steroids from the medicinal plant Physalis peruviana L.","2024","Phytochemistry Letters","59","","","5","9","0","2","10.1016/j.phytol.2023.11.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177991369&doi=10.1016%2Fj.phytol.2023.11.004&partnerID=40&md5=e1526d054d8c321fbd04a2563426ae94","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85177991369"
"Adetunji, T.L.; Acho, M.A.; Samuel, V.O.; Ohoro, C.R.; Ramulondi, M.","Adetunji, Tomi Lois (57204126751); Acho, Marvellous A. (57208923204); Samuel, Victory Oghenetega (58642240300); Ohoro, Chinemerem Ruth (57210807290); Ramulondi, Mmbulaheni (56979323700)","57204126751; 57208923204; 58642240300; 57210807290; 56979323700","Erythrina velutina Willd.: A review of its traditional uses, phytochemistry, pharmacology, and toxicology","2024","Journal of Ethnopharmacology","319","","117273","","","0","9","10.1016/j.jep.2023.117273","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173881935&doi=10.1016%2Fj.jep.2023.117273&partnerID=40&md5=2a7de3133ead17d75cf75b1b0b433744","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85173881935"
"Maicelo-Quintana, J.L.; Reyna-Gonzales, K.; Balcázar-Zumaeta, C.R.; Auquiñivín-Silva, E.A.; Castro-Alayo, E.M.; Medina-Mendoza, M.; Cayo-Colca, I.S.; Maldonado-Ramirez, I.; Silva-Zuta, M.Z.","Maicelo-Quintana, Jorge Luis (57200228558); Reyna-Gonzales, Katherine (58802301600); Balcázar-Zumaeta, César R. (57220931821); Auquiñivín-Silva, Erick A. (57215602714); Castro-Alayo, Efraín M. (57205580984); Medina-Mendoza, Marleni (57221800583); Cayo-Colca, Ilse Silvia (36774424900); Maldonado-Ramirez, Italo (58803301500); Silva-Zuta, Miguelina Z. (58564325900)","57200228558; 58802301600; 57220931821; 57215602714; 57205580984; 57221800583; 36774424900; 58803301500; 58564325900","Potential application of bee products in food industry: An exploratory review","2024","Heliyon","10","1","e24056","","","0","18","10.1016/j.heliyon.2024.e24056","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181814300&doi=10.1016%2Fj.heliyon.2024.e24056&partnerID=40&md5=e33038e5b6319c6c56e9a5c3d65db89c","Review","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85181814300"
"Montesdeoca Calderón, M.L.; Morillas Bulnes, A.M.","Montesdeoca Calderón, María Luisa (59713136200); Morillas Bulnes, Amelia Marina (57221947305)","59713136200; 57221947305","Experiences Experienced by Emergency Nurses with Natural and Traditional Medicine in People with COVID-19; Vivencias experimentadas por enfermeras de emergencia con la medicina natural y tradicional en personas con COVID-19","2024","Revista Cubana de Enfermeria","40","","e6284","","","0","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001423067&partnerID=40&md5=d7bf4adefbaed5954809c934c6f639cd","Article","Final","","Scopus","2-s2.0-105001423067"
"Arnao-Villegas, M.Y.","Arnao-Villegas, Manuel Yván (59534752800)","59534752800","En relación con la utilidad de mindfulness para manejar ansiedad, estrés y calidad de vida en pacientes infértiles; Regarding the usefulness of mindfulness to manage anxiety, stress and quality of life in infertile patients","2024","Gaceta Medica de Mexico","160","5","","554","","0","0","10.24875/GMM.M24000938","https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000000434&doi=10.24875%2FGMM.M24000938&partnerID=40&md5=6c17bbf1d42d2c000648fc2ebf4d0b07","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-86000000434"
"Hidalgo-Jáuregui, E.Y.; Coronel-Zubiate, F.T.; Chávez-Milla, J.M.; Gonzales-Paco, E.; Arbildo Vega, H.I.","Hidalgo-Jáuregui, Emily Yhany (59535904100); Coronel-Zubiate, Franz Tito (57425673700); Chávez-Milla, Julio Mariano (58651639200); Gonzales-Paco, Edwin (58572694700); Arbildo Vega, Heber Isac (59983552900)","59535904100; 57425673700; 58651639200; 58572694700; 59983552900","Antimicrobial Effect of Sodium Chloride and Essential Oils of Eucalyptus, Llanten and Tara on Enterococcus faecalis","2024","Journal of International Dental and Medical Research","17","4","","1380","1385","0","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216540242&partnerID=40&md5=b9804670d95a7f9cd5a439d543d7b2a6","Article","Final","","Scopus","2-s2.0-85216540242"
"Rivas-Sucari, H.C.; Arnao-Villegas, M.Y.","Rivas-Sucari, Henry César (58018365400); Arnao-Villegas, Manuel Yván (59534752800)","58018365400; 59534752800","Mindfulness, una posibilidad de terapia alternativa contra el estrés; Mindfulness, a possibility of alternative therapy against stress","2024","Gaceta Medica de Mexico","160","4","","458","459","0","0","10.24875/GMM.M24000926","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216439359&doi=10.24875%2FGMM.M24000926&partnerID=40&md5=7ceee63676eef908040ee81c983dcaaf","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85216439359"
"Ttito, A.P.G.; Healey, S.B.; Vela, J.M.","Ttito, Ariana Paola Gonzales (59414347000); Healey, Sacha Barrios (58519951800); Vela, Jose Manuel (57218203398)","59414347000; 58519951800; 57218203398","Therapeutic Effects of Probiotics in Childhood Autism: Beyond the Gut-Brain Axis; Efectos terapéuticos de los probióticos en el autismo Infantil: Más allá del eje intestino-cerebro","2024","Revista del Hospital Psiquiatrico de la Habana","21","3","","","","0","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85215577568&partnerID=40&md5=157328c5300cd43169194204e1418fe5","Article","Final","","Scopus","2-s2.0-85215577568"
"Wasan, K.M.; Iqtadar, S.; Mudogo, C.N.; Chávez-Fumagalli, M.A.","Wasan, Kishor M. (7006741955); Iqtadar, Somia (37661545300); Mudogo, Célestin Nzanzu (56149314600); Chávez-Fumagalli, Miguel Angel (35271437900)","7006741955; 37661545300; 56149314600; 35271437900","Editorial: Novel pharmacological targets and strategies to treat neglected global diseases (NGDs): an LMIC perspective","2024","Frontiers in Pharmacology","15","","1527705","","","0","0","10.3389/fphar.2024.1527705","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85215303580&doi=10.3389%2Ffphar.2024.1527705&partnerID=40&md5=cd610be192de1e6054c2dac59cc3b004","Editorial","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85215303580"
"Olazábal, C.S.C.","Olazábal, Carmen Stephanie Cabala (59504333500)","59504333500","Outcomes of a movement-rythm based intervention in students with Attention-deficit/hyperactivity disorder; Aplicación de un programa de secuencias rítmicas corporales en escolares con Trastorno por déficit de atención e hiperactividad","2024","Revista Habanera de Ciencias Medicas","23","","","","","0","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214379673&partnerID=40&md5=699be150ff3c64dffdac037cca13baae","Article","Final","","Scopus","2-s2.0-85214379673"
"Moreta-Herrera, R.; Rodríguez-Lorenzana, A.; Mascialino, G.; Castro-Ochoa, F.; Narváez-Pillco, V.; Caycho-Rodríguez, T.; Mayorga-Lascano, M.","Moreta-Herrera, Rodrigo (57200502218); Rodríguez-Lorenzana, Alberto (57000466300); Mascialino, Guido (26029137200); Castro-Ochoa, Fabian Leonardo (57219910918); Narváez-Pillco, Viviana (59149518800); Caycho-Rodríguez, Tomás (55768989500); Mayorga-Lascano, Marlon (57200505671)","57200502218; 57000466300; 26029137200; 57219910918; 59149518800; 55768989500; 57200505671","Psychometric properties of the 28-item General Health Scale (GHQ-28). Analysis from the Classical Test and Item Response Theories in Ecuadorian university students","2024","Psychology Hub","41","3","","43","54","0","2","10.13133/2724-2943/18460","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213564499&doi=10.13133%2F2724-2943%2F18460&partnerID=40&md5=f33771f5e58c45aa539312aa892250e1","Article","Final","","Scopus","2-s2.0-85213564499"
"Estremadoyro, R.C.","Estremadoyro, Rafael Cerpa (57817550200)","57817550200","A forgotten medical dissertation from the eighteenth century: the “Memoir on the heroic virtues of quinoa,” by José Manuel Dávalos; Una disertación médica olvidada del siglo XVIII: la “Memoria sobre las virtudes heroicas de la quinua”, de José Manuel Dávalos","2024","Historia, Ciencias, Saude - Manguinhos","31","","e2024062","","","0","0","10.1590/S0104-59702024000100062","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213195498&doi=10.1590%2FS0104-59702024000100062&partnerID=40&md5=264c6e1757fdf934fdc7f67a30b35206","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85213195498"
"Ibrahim, I.F.; Hakeem, W.A.; Rahman, S.A.","Ibrahim, Iylia Farzana (59374893700); Hakeem, Waheedah Abdul (57218899194); Rahman, Shamima Abdul (57216572468)","59374893700; 57218899194; 57216572468","Antioxidant And Anti-Inflammatory Properties of Annona Squamosa L.: A Review","2024","Current Trends in Biotechnology and Pharmacy","18","3s","","71","96","0","1","10.5530/ctbp.2024.3s.5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85212492778&doi=10.5530%2Fctbp.2024.3s.5&partnerID=40&md5=a2ba8a818df80c5e6b1d0d273a7a38c7","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85212492778"
"Huamán-Castilla, N.L.H.; Mayta-Hancco, J.M.; Cuayla, K.M.L.; Saldaña, E.","Huamán-Castilla, Nils L. (57195225277); Mayta-Hancco, Jhony (57208577193); Cuayla, Karem Marilú Luis (59470135800); Saldaña, Erick (56255077000)","57195225277; 57208577193; 59470135800; 56255077000","Pressurized liquid extraction as an alternative method to recover bioactive compounds","2024","","","","","95","142","0","1","10.1016/B978-0-443-18975-3.00003-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85211866023&doi=10.1016%2FB978-0-443-18975-3.00003-6&partnerID=40&md5=e9ff12ba697f53e0849c416dcb00adad","Book chapter","Final","","Scopus","2-s2.0-85211866023"
"Fernández-Rebaza, G.A.; Balladares, A.D.B.; Soto-Tantaraico, E.C.; Zeña-Chiara, E.N.; Salazar-Salvatierra, M.E.; Bonilla-Rivera, P.E.","Fernández-Rebaza, Gustavo Adolfo (59468343500); Balladares, Alfonso David (59468128900); Soto-Tantaraico, Edith Celia (59468450400); Zeña-Chiara, Elizabeth Nivia (59468395500); Salazar-Salvatierra, María Elena (57349145600); Bonilla-Rivera, Pablo Enrique (59468288400)","59468343500; 59468128900; 59468450400; 59468395500; 57349145600; 59468288400","Characterization of flavonoids and antimicrobial activity of the methanolic extract of leaves of Luma chequen (Molina) A. Gray; Caracterización de flavonoides y actividad antimicrobiana del extracto metanólico de hojas de Luma chequen (Molina) A. Gray","2024","Anales de la Facultad de Medicina","85","4","","","","0","0","10.15381/anales.v85i4.27473","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85211713241&doi=10.15381%2Fanales.v85i4.27473&partnerID=40&md5=5d9d35e6be81bb2b4ec77808a245ad1e","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85211713241"
"Pirca-Palomino, M.; Malange, Y.I.; Ramos-Escudero, F.; Muñoz-Jauregui, A.M.; Cancino Chávez, K.","Pirca-Palomino, Mónica (59465568600); Malange, Yvette I. (57195252740); Ramos-Escudero, Fernando (35318269200); Muñoz-Jauregui, Ana María (55545860892); Cancino Chávez, Keidy (57221079291)","59465568600; 57195252740; 35318269200; 55545860892; 57221079291","Antioxidant Properties, Texture and Sensory Quality of Sliced Bread Enriched with Leaf Powder from Mango (Mangifera indica)","2024","Polish Journal of Food and Nutrition Sciences","74","4","","313","322","0","4","10.31883/pjfns/194599","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85211449268&doi=10.31883%2Fpjfns%2F194599&partnerID=40&md5=85ea03cef25b9076f9cd2ea49459de5d","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85211449268"
"Barrial-Lujan, A.I.; Taipe-Pardo, F.; Lima-Roman, P.; Correa-Cuba, O.; Aroni-Huamán, J.; Salas-Villano, T.S.; Solano Gutiérrez, J.; Machaca Rejas, J.; Barrial-Lujan, C.; Arévalo Quijano, J.C.; Huamán-Carrión, M.L.","Barrial-Lujan, Abel I. (57222989704); Taipe-Pardo, Fredy (57277775200); Lima-Roman, Percy (58851382300); Correa-Cuba, Odilon (57809257100); Aroni-Huamán, Jimmy (57728559500); Salas-Villano, T. S. (59424656900); Solano Gutiérrez, Juan (57221994717); Machaca Rejas, J. (59424926000); Barrial-Lujan, C. (58742431100); Arévalo Quijano, José Carlos (57201736121); Huamán-Carrión, Mary L. (57222990736)","57222989704; 57277775200; 58851382300; 57809257100; 57728559500; 59424656900; 57221994717; 59424926000; 58742431100; 57201736121; 57222990736","Assessment of physicochemical characteristics and bioactive compounds of the essential oil of wild herbs aromatic from Andean region of South Perú; Avaliação das características físico-químicas e dos compostos bioativos do óleo essencial de ervas aromáticas silvestres da região andina do sul do Peru","2024","Brazilian Journal of Biology","84","","e286148","","","0","0","10.1590/1519-6984.286148","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210154525&doi=10.1590%2F1519-6984.286148&partnerID=40&md5=e6bea8ea4cd98ad542343abb98d55b90","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85210154525"
"Aiquipa-Meza, E.; Pérez-Oré, L.A.","Aiquipa-Meza, Edgar (59421010800); Pérez-Oré, Luis Alberto (59420100200)","59421010800; 59420100200","Systematic review on the effectiveness of meditation on health occupations students’ psychological well-being; Revisão sistemática da eficácia da meditação no bem-estar psicológico de estudantes de ciência da saúde; Revisión sistemática de la efectividad de la meditación en el bienestar psicológico en estudiantes de ciencias de la salud","2024","Ciencias Psicologicas","18","2","e-3730","","","0","0","10.22235/cp.v18i2.3730","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85209943301&doi=10.22235%2Fcp.v18i2.3730&partnerID=40&md5=6230006262f1fa221206ccfe8c433cb6","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85209943301"
"Lal, R.; Baeraiya, B.; Thakur, R.; Gautam, R.K.; Narayan, S.; Yadav, D.; Pathak, P.; Singha, S.","Lal, Roshan (59419314100); Baeraiya, Babita (59419314200); Thakur, Rashmi (59418891000); Gautam, Rakesh Kumar (59419314300); Narayan, Saurav (58925974000); Yadav, Deepesh (59298370800); Pathak, Puneet (59298212000); Singha, Sukanya (59418891100)","59419314100; 59419314200; 59418891000; 59419314300; 58925974000; 59298370800; 59298212000; 59418891100","Traditional Knowledge in Drug Development and the Rights of Indigenous Peoples: A Legal and Ethical Perspective","2024","Journal of Drug and Alcohol Research","13","9","236408","","","0","2","10.4303/JDAR/236408","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85209774134&doi=10.4303%2FJDAR%2F236408&partnerID=40&md5=d94601934ef0a2f1cfcb2bf6cf7f48b0","Article","Final","","Scopus","2-s2.0-85209774134"
"Heider, B.; Paredes Andrade, N.J.; Sorensen, M.","Heider, Bettina (16202412600); Paredes Andrade, Nelly Judith (57604186800); Sorensen, Marten (7202042895)","16202412600; 57604186800; 7202042895","Traditional uses, processing, and markets: the case of sweetpotato (Ipomoea batatas (L.) Lam.)","2024","","4","","","251","265","0","0","10.1016/B978-0-323-90844-3.00002-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208885239&doi=10.1016%2FB978-0-323-90844-3.00002-0&partnerID=40&md5=9d237477dcc2148e81e922835725afa8","Book chapter","Final","","Scopus","2-s2.0-85208885239"
"Andrade, N.J.P.; Sevillano, R.H.B.; Sorensen, M.","Andrade, Nelly Judith Paredes (57224537850); Sevillano, Raúl Humberto Blas (24398243900); Sorensen, Marten (7202042895)","57224537850; 24398243900; 7202042895","Traditional uses, processes, and markets: the case of arracacha (Arracacia xanthorrhiza Bancroft)","2024","","4","","","325","332","0","2","10.1016/B978-0-323-90844-3.00020-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208865580&doi=10.1016%2FB978-0-323-90844-3.00020-2&partnerID=40&md5=506bcdbcbda3eff83831de0ca7f683d4","Book chapter","Final","","Scopus","2-s2.0-85208865580"
"D'Cruze, N.; Elwin, A.; Pérez-Peña, P.E.; Vieto, R.; Asfaw, A.E.; Harrington, L.A.","D'Cruze, Neil C. (12039897300); Elwin, Angie (57211941155); Pérez-Peña, Pedro Eleodoro (35519942400); Vieto, Roberto (57196041983); Asfaw, Alexander Eyob (59403663400); Harrington, Lauren A. (7101723058)","12039897300; 57211941155; 35519942400; 57196041983; 59403663400; 7101723058","Wildlife trade at Belén and Modelo market, Peru: defining a baseline for conservation monitoring","2024","Frontiers in Conservation Science","5","","1464332","","","0","1","10.3389/fcosc.2024.1464332","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208624518&doi=10.3389%2Ffcosc.2024.1464332&partnerID=40&md5=12155e1f508b555c9092c781c884ecee","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85208624518"
"Adrianzen-Ayala, C.L.; Diaz-Manchay, R.J.D.; Cervera Vallejos, M.F.C.; Nureña-Montenegro, J.M.; Rodríguez-Cruz, L.D.R.","Adrianzen-Ayala, Cristhel Lorena (59399397600); Diaz-Manchay, Rosa Jeuna (57212472010); Cervera Vallejos, Mirtha Flor (57219266835); Nureña-Montenegro, Julia María (59398522200); Rodríguez-Cruz, Lisseth Dolores (57218198292)","59399397600; 57212472010; 57219266835; 59398522200; 57218198292","Cultural Practices to Prevent COVID-19 in an Indigenous Community; Práticas culturais para prevenir a COVID-19 em uma comunidade indígena; Prácticas culturales para prevenir la COVID-19 en una comunidad indígena","2024","Cultura de los Cuidados","28","69","","213","228","0","0","10.14198/cuid.21967","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208388438&doi=10.14198%2Fcuid.21967&partnerID=40&md5=210e0a13b8efc750d7532bcdc049cd72","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85208388438"
"Murillo-Ruiz, I.F.; Villarreal-Ortiz, Y.B.; Diaz-Manchay, R.J.D.; Vega Ramírez, A.S.; de MaríaMogollón-Torres, F.; Díaz-Vásquez, M.A.","Murillo-Ruiz, Ingrid Fiorella (59394073700); Villarreal-Ortiz, Yolanda Beatriz (59394445900); Diaz-Manchay, Rosa Jeuna (57212472010); Vega Ramírez, Angelica Soledad (57212466540); de MaríaMogollón-Torres, Flor (57212465193); Díaz-Vásquez, Maribel A. (57218610241)","59394073700; 59394445900; 57212472010; 57212466540; 57212465193; 57218610241","Home Care for Hospitalized Children with Acute Respiratory Infections from a Cultural Approach; Atenção domiciliar a crianças hospitalizadas com infecções respiratórias agudas a partir de uma abordagem cultural; Cuidados en el hogar al niño hospitalizado con infecciones respiratorias agudas desde un enfoque cultural","2024","Cultura de los Cuidados","28","69","","299","313","0","0","10.14198/cuid.22069","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208117375&doi=10.14198%2Fcuid.22069&partnerID=40&md5=7a6440b77a33a73abb7c036e9a5b06d5","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85208117375"
"Obregón, A.J.O.-L.; Alfaro-Cruz, S.","Obregón, Antonio José (57222579883); Alfaro-Cruz, Sarela (57209307113)","57222579883; 57209307113","Pharmacological properties of Annona muricata as an alternative therapy in cancer treatment: Systematic review; Propriedades farmacológicas da Annona muricata como terapia alternativa no tratamento do câncer: revisão sistemática; Propiedades farmacológicas de Annona muricata como terapia alternativa en el tratamiento del cáncer: revisión sistemática","2024","Uniciencia","38","1","","","","0","1","10.15359/ru.38-1.29","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208095383&doi=10.15359%2Fru.38-1.29&partnerID=40&md5=f2e70d5cc90e8c4e2885bb4e618f73ee","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85208095383"
"Mamani, H.J.H.; Garcia Castro, R.A.G.","Mamani, Haydee Jaqueline Huayhua (58155983900); Garcia Castro, Raúl Alberto (57857220600)","58155983900; 57857220600","Biological resources in traditional medicine used by the Andean population of Ubinas against COVID-19; Recursos biológicos na medicina tradicional utilizados pela população andina de Ubinas contra a COVID-19; Recursos biológicos en la medicina tradicional utilizados por la población andina de Ubinas frente al COVID-19","2024","Revista Lasallista de Investigacion","21","1","","108","124","0","0","10.22507/rli.v21n1a6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207369293&doi=10.22507%2Frli.v21n1a6&partnerID=40&md5=c15e11371e063c5481d3cb36dfe0e1af","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85207369293"
"López-Álvarez, C.A.; Martín-Brañas, M.M.; Zárate-Gómez, R.; Rivas-Ruiz, R.; Paredes, M.A.R.; Tanta, E.J.P.; Angulo-Cainamari, A.; Palacios-Vega, J.J.; del Aguila Villacorta, M.; Saavedra, S.S.C.; Arévalo, H.G.","López-Álvarez, Chris Anggello (59365904100); Martín-Brañas, Manuel (57208530768); Zárate-Gómez, Ricardo (56538656800); Rivas-Ruiz, Roxani (59208528300); Paredes, Marcos Antonio Ríos (59822327900); Tanta, Edwars Jimmy Pillaca (59366231400); Angulo-Cainamari, Adan (58965181300); Palacios-Vega, Juan José (57200204222); del Aguila Villacorta, Margarita (57208526196); Saavedra, Sharon Smith Carpio (59365987800); Arévalo, Héctor Guerra (57214836925)","59365904100; 57208530768; 56538656800; 59208528300; 59822327900; 59366231400; 58965181300; 57200204222; 57208526196; 59365987800; 57214836925","TRADITIONAL USES OF MANCHINGA (GENUS Brosimum and Sorocea) IN ONE KICHWA COMMUNITIES OF SAN MARTÍN, PERU; USOS TRADICIONALES DE LA MANCHINGA (GÉNEROS Brosimum y Sorocea) EN UNA COMUNIDAD KICHWA DE SAN MARTÍN, PERÚ","2024","Folia Amazonica","33","1","e33755","","","0","0","10.24841/fa.v33i1.755","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206284099&doi=10.24841%2Ffa.v33i1.755&partnerID=40&md5=a4f24c1c10162bd12e0089841772a1b6","Article","Final","","Scopus","2-s2.0-85206284099"
"Perona-Fajardo, F.; Morales-Díaz, A.; Malpartida-Tabuchi, O.; Salcedo, R.M.","Perona-Fajardo, Francisco (59183407500); Morales-Díaz, Arturo (59350904900); Malpartida-Tabuchi, Oscar (59351050800); Salcedo, Ricardo Manuel (57225454499)","59183407500; 59350904900; 59351050800; 57225454499","Burkholderia cepacia cervical spondylodiscitis in a 39-year-old immunocompetent woman after a rhinoplasty: A case report and review of literature","2024","Surgical Neurology International","15","","329","","","0","0","10.25259/SNI_599_2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205419390&doi=10.25259%2FSNI_599_2024&partnerID=40&md5=dd8d25ee4beffa1115f14b0b2c8ac874","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85205419390"
"Althubyani, M.A.; Alrefaei, A.F.","Althubyani, Maryam Abdulmalik (59347689500); Alrefaei, Abdulmajeed Fahad (56331118700)","59347689500; 56331118700","Protective and Therapeutic Effects of Medicinal Plants Against Food Additive-Induced Toxicity","2024","Pakistan Journal of Biological Sciences","27","9","","439","446","0","1","10.3923/pjbs.2024.439.446","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205261181&doi=10.3923%2Fpjbs.2024.439.446&partnerID=40&md5=de59851cd66a50ecec78c1517f3033ed","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85205261181"
